Group name,Folder,Lake (GLP-NGLP),Picture,"Individual (1,2,3)","Instar (1,2)",Sex (m/f),Distal Spine Length (mm)
Rodriguez-Stornebrink,08BS036,NGLP,3,1,1,,5.078
Rodriguez-Stornebrink,08BS046,NGLP,9,1,1,f,5.078
Rodriguez-Stornebrink,08BS046,NGLP,16,2,1,f,5.102
Rodriguez-Stornebrink,08BS046,NGLP,13,2,1,f,5.135
Rodriguez-Stornebrink,08BS046,NGLP,7,1,1,f,5.174
Rodriguez-Stornebrink,08BS046,NGLP,15,1,1,f,5.189
Rodriguez-Stornebrink,08BS046,NGLP,12,1,1,f,5.201
Rodriguez-Stornebrink,08BS046,NGLP,15,3,1,f,5.244
Rodriguez-Stornebrink,08BS046,NGLP,14,2,1,f,5.259
Rodriguez-Stornebrink,08BS046,NGLP,12,3,1,f,5.282
Rodriguez-Stornebrink,08BS046,NGLP,16,3,1,f,5.284
Rodriguez-Stornebrink,08BS046,NGLP,15,2,1,f,5.334
Rodriguez-Stornebrink,08BS046,NGLP,14,1,1,f,5.355
Rodriguez-Stornebrink,08BS046,NGLP,10,1,1,f,5.657
Rodriguez-Stornebrink,08BS046,NGLP,16,1,1,f,5.815
Schnurr-Smiley,08BS002,NGLP,4,1,1,n/a,4.3
Schnurr-Smiley,08BS002,NGLP,4,3,1,f,4.4
Schnurr-Smiley,08BS002,NGLP,4,2,1,n/a,4.5
Schnurr-Smiley,08BS002,NGLP,9,1,1,n/a,4.5
Schnurr-Smiley,08BS002,NGLP,10,1,1,n/a,4.5
Schnurr-Smiley,08BS035,NGLP,4,3,1,N/A,4.638
Schnurr-Smiley,08BS002,NGLP,5,3,1,f,4.7
Schnurr-Smiley,08BS002,NGLP,6,1,1,f,4.7
Schnurr-Smiley,08BS002,NGLP,10,2,1,f,4.7
Schnurr-Smiley,08BS035,NGLP,3,3,1,N/A,4.727
Schnurr-Smiley,08BS002,NGLP,3,3,1,f,4.9
Schnurr-Smiley,08BS002,NGLP,9,3,1,n/a,4.9
Schnurr-Smiley,08BS035,NGLP,3,2,1,N/A,5.061
Scott-Sawula,08BS049,NGLP,48,2,1,m,4.029
Scott-Sawula,08BS049,NGLP,41,1,1,f,4.793
Scott-Sawula,08BS049,NGLP,51,2,1,f,4.814
Scott-Sawula,08BS049,NGLP,38,1,1,m,4.819
Scott-Sawula,08BS049,NGLP,51,1,1,f,4.829
Scott-Sawula,08BS049,NGLP,43,1,1,m,4.848
Scott-Sawula,08BS049,NGLP,27,1,1,m,4.924
Scott-Sawula,08BS049,NGLP,7,1,1,m,4.945
Scott-Sawula,08BS049,NGLP,8,1,1,m,4.952
Scott-Sawula,08BS049,NGLP,50,2,1,f,4.979
Scott-Sawula,08BS049,NGLP,21,1,1,f,5.022
Scott-Sawula,08BS049,NGLP,42,1,1,f,5.048
Scott-Sawula,08BS049,NGLP,39,1,1,m,5.058
Scott-Sawula,08BS049,NGLP,31,1,1,m,5.063
Scott-Sawula,08BS049,NGLP,47,1,1,f,5.076
Scott-Sawula,08BS049,NGLP,5,1,1,f,5.078
Scott-Sawula,08BS049,NGLP,18,1,1,m,5.093
Scott-Sawula,08BS049,NGLP,6,1,1,f,5.127
Scott-Sawula,08BS049,NGLP,33,1,1,m,5.134
Scott-Sawula,08BS049,NGLP,25,1,1,f,5.16
Scott-Sawula,08BS049,NGLP,19,1,1,m,5.185
Scott-Sawula,08BS049,NGLP,46,1,1,f,5.193
Scott-Sawula,08BS049,NGLP,40,1,1,f,5.209
Scott-Sawula,08BS049,NGLP,2,1,1,m,5.239
Scott-Sawula,08BS049,NGLP,10,1,1,f,5.243
Scott-Sawula,08BS049,NGLP,16,1,1,m,5.246
Scott-Sawula,08BS049,NGLP,34,1,1,m,5.281
Scott-Sawula,08BS049,NGLP,50,1,1,f,5.289
Scott-Sawula,08BS049,NGLP,17,1,1,m,5.29
Scott-Sawula,08BS049,NGLP,20,1,1,m,5.299
Scott-Sawula,08BS049,NGLP,11,1,1,m,5.335
Scott-Sawula,08BS049,NGLP,45,1,1,f,5.335
Scott-Sawula,08BS049,NGLP,49,2,1,f,5.353
Scott-Sawula,08BS049,NGLP,28,1,1,m,5.367
Scott-Sawula,08BS049,NGLP,4,1,1,m,5.37
Scott-Sawula,08BS049,NGLP,49,1,1,m,5.373
Scott-Sawula,08BS049,NGLP,29,1,1,m,5.378
Scott-Sawula,08BS049,NGLP,44,1,1,m,5.383
Scott-Sawula,08BS049,NGLP,32,1,1,f,5.384
Scott-Sawula,08BS049,NGLP,22,1,1,f,5.399
Scott-Sawula,08BS049,NGLP,26,1,1,m,5.505
Scott-Sawula,08BS049,NGLP,12,1,1,f,5.527
Scott-Sawula,08BS049,NGLP,37,1,1,f,5.528
Scott-Sawula,08BS049,NGLP,30,1,1,f,5.531
Scott-Sawula,08BS049,NGLP,15,1,1,f,5.554
Scott-Sawula,08BS049,NGLP,48,1,1,f,5.568
Scott-Sawula,08BS049,NGLP,9,1,1,f,5.614
Scott-Sawula,08BS049,NGLP,23,1,1,m,5.627
Scott-Sawula,08BS049,NGLP,3,1,1,f,5.654
Scott-Sawula,08BS049,NGLP,24,1,1,m,5.7
Scott-Sawula,08BS049,NGLP,33,2,1,m,5.783
Shaughnessy - Anderson,08BS001,NGLP,5,1,1,M,4.4
Shaughnessy - Anderson,08BS001,NGLP,29,1,1,M,4.4
Shaughnessy - Anderson,08BS001,NGLP,32,2,1,M,4.4
Shaughnessy - Anderson,08BS001,NGLP,17,2,1,M,4.5
Shaughnessy - Anderson,08BS001,NGLP,2,1,1,M,4.6
Shaughnessy - Anderson,08BS001,NGLP,5,3,1,M,4.6
Shaughnessy - Anderson,08BS001,NGLP,10,1,1,M,4.6
Shaughnessy - Anderson,08BS001,NGLP,17,1,1,M,4.6
Shaughnessy - Anderson,08BS001,NGLP,7,2,1,M,4.7
Shaughnessy - Anderson,08BS001,NGLP,8,1,1,F,4.7
Shaughnessy - Anderson,08BS001,NGLP,21,1,1,M,4.7
Shaughnessy - Anderson,08BS001,NGLP,26,1,1,M,4.7
Shaughnessy - Anderson,08BS001,NGLP,28,3,1,M,4.7
Shaughnessy - Anderson,08BS001,NGLP,5,2,1,M,4.8
Shaughnessy - Anderson,08BS001,NGLP,8,3,1,M,4.8
Shaughnessy - Anderson,08BS001,NGLP,16,2,1,M,4.8
Shaughnessy - Anderson,08BS001,NGLP,18,2,1,M,4.8
Shaughnessy - Anderson,08BS001,NGLP,25,3,1,M,4.8
Shaughnessy - Anderson,08BS001,NGLP,32,3,1,M,4.8
Shaughnessy - Anderson,08BS001,NGLP,10,2,1,F,4.9
Shaughnessy - Anderson,08BS001,NGLP,21,3,1,M,4.9
Shaughnessy - Anderson,08BS001,NGLP,29,3,1,M,4.9
Shaughnessy - Anderson,08BS001,NGLP,9,1,1,M,5
Shaughnessy - Anderson,08BS001,NGLP,20,2,1,M,5
Shaughnessy - Anderson,08BS001,NGLP,28,2,1,F,5
Shaughnessy - Anderson,08BS001,NGLP,20,1,1,F,5.1
Shaughnessy - Anderson,08BS001,NGLP,18,1,1,F,5.2
Staels-Haddad-Lynton-Jenkins,08BS038,NGLP,2,1,1,F,4.1
Staels-Haddad-Lynton-Jenkins,08BS037,NGLP,7,1,1,F,4.6
Staels-Haddad-Lynton-Jenkins,08BS038,NGLP,4,1,1,M,4.7
Staels-Haddad-Lynton-Jenkins,08BS038,NGLP,3,1,1,M,4.8
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,11,2,1,unknown,4.8
Staels-Haddad-Lynton-Jenkins,08BS036,NGLP,3,1,1,m,4.9
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,7,2,1,M,5
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,13,3,1,M,5
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,15,3,1,M,5
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,16,2,1,M,5
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,9,1,1,F,5.1
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,12,1,1,F,5.1
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,14,2,1,F,5.1
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,15,1,1,F,5.1
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,15,2,1,F,5.1
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,16,3,1,F,5.1
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,12,3,1,F,5.2
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,14,1,1,F,5.3
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,10,1,1,F,5.6
Staels-Haddad-Lynton-Jenkins,08BS046,NGLP,16,1,1,F,5.8
Stupich-Houde-Bender,08BS047,NGLP,16,1,1,M,4.762
Stupich-Houde-Bender,08BS047,NGLP,7,1,1,F,4.815
Stupich-Houde-Bender,08BS047,NGLP,21,1,1,M,4.866
Stupich-Houde-Bender,08BS047,NGLP,18,1,1,M,4.933
Stupich-Houde-Bender,08BS047,NGLP,24,1,1,M,4.942
Stupich-Houde-Bender,08BS047,NGLP,6,1,1,M,4.99
Stupich-Houde-Bender,08BS047,NGLP,22,1,1,M,5.035
Stupich-Houde-Bender,08BS047,NGLP,5,1,1,M,5.088
Stupich-Houde-Bender,08BS047,NGLP,14,1,1,M,5.113
Stupich-Houde-Bender,08BS047,NGLP,15,2,1,M,5.126
Stupich-Houde-Bender,08BS047,NGLP,21,2,1,M,5.19
Stupich-Houde-Bender,08BS047,NGLP,3,1,1,M,5.194
Stupich-Houde-Bender,08BS047,NGLP,13,1,1,M,5.226
Stupich-Houde-Bender,08BS047,NGLP,15,1,1,M,5.289
Stupich-Houde-Bender,08BS047,NGLP,12,1,1,M,5.324
Stupich-Houde-Bender,08BS047,NGLP,8,1,1,M,5.358
Stupich-Houde-Bender,08BS047,NGLP,4,1,1,M,5.36
Stupich-Houde-Bender,08BS047,NGLP,17,1,1,M,5.361
Stupich-Houde-Bender,08BS047,NGLP,10,1,1,M,5.483
Stupich-Houde-Bender,08BS047,NGLP,11,1,1,M,5.631
Weber-Veitch,08BS001,NGLP,5,1,1,n/a,4.4
Weber-Veitch,08BS001,NGLP,32,2,1,n/a,4.4
Weber-Veitch,08BS001,NGLP,10,1,1,n/a,4.6
Weber-Veitch,08BS001,NGLP,17,2,1,n/a,4.6
Weber-Veitch,08BS001,NGLP,29,1,1,n/a,4.6
Weber-Veitch,08BS001,NGLP,2,1,1,f,4.7
Weber-Veitch,08BS001,NGLP,5,3,1,n/a,4.7
Weber-Veitch,08BS001,NGLP,16,2,1,n/a,4.7
Weber-Veitch,08BS001,NGLP,17,1,1,n/a,4.7
Weber-Veitch,08BS001,NGLP,26,1,1,n/a,4.7
Weber-Veitch,08BS001,NGLP,28,3,1,n/a,4.7
Weber-Veitch,08BS001,NGLP,5,2,1,n/a,4.8
Weber-Veitch,08BS001,NGLP,8,1,1,n/a,4.8
Weber-Veitch,08BS001,NGLP,8,3,1,n/a,4.8
Weber-Veitch,08BS001,NGLP,18,2,1,n/a,4.8
Weber-Veitch,08BS001,NGLP,21,1,1,n/a,4.8
Weber-Veitch,08BS001,NGLP,25,3,1,n/a,4.8
Weber-Veitch,08BS001,NGLP,7,2,1,n/a,4.9
Weber-Veitch,08BS001,NGLP,21,3,1,n/a,4.9
Weber-Veitch,08BS001,NGLP,32,3,1,n/a,4.9
Weber-Veitch,08BS001,NGLP,10,2,1,n/a,5
Weber-Veitch,08BS001,NGLP,29,3,1,n/a,5
Weber-Veitch,08BS001,NGLP,20,1,1,n/a,5.1
Weber-Veitch,08BS001,NGLP,9,1,1,n/a,5.2
Weber-Veitch,08BS001,NGLP,18,1,1,n/a,5.2
Weber-Veitch,08BS001,NGLP,20,2,1,n/a,5.2
Weber-Veitch,08BS001,NGLP,28,2,1,n/a,5.2
 Dickson and MacKenzie ,08BS046,NGLP,5,1,2,f,4.249
 Dickson and MacKenzie ,08BS037,NGLP,4,1,2,f,4.496
 Dickson and MacKenzie ,08BS046,NGLP,2,1,2,f,4.567
 Dickson and MacKenzie ,08BS046,NGLP,9,2,2,f,4.681
 Dickson and MacKenzie ,08BS036,NGLP,4,1,2,f,4.691
 Dickson and MacKenzie ,08BS036,NGLP,2,1,2,m,4.816
 Dickson and MacKenzie ,08BS046,NGLP,6,1,2,f,4.954
 Dickson and MacKenzie ,08BS046,NGLP,4,1,2,f,5.024
 Dickson and MacKenzie ,08BS046,NGLP,10,1,2,f,5.078
 Dickson and MacKenzie ,08BS046,NGLP,13,1,2,m,5.113
 Dickson and MacKenzie ,08BS038,NGLP,3,2,2,m,5.138
 Dickson and MacKenzie ,08BS046,NGLP,8,1,2,f,5.226
 Dickson and MacKenzie ,08BS046,NGLP,12,2,2,f,5.326
 Dickson and MacKenzie ,08BS037,NGLP,6,1,2,f,5.41
 Dickson and MacKenzie ,08BS046,NGLP,3,1,2,m,5.638
Addesi - Whiter ,08BS001,NGLP,7,3,2,F,4.1
Addesi - Whiter ,08BS001,NGLP,22,1,2,F,4.2
Addesi - Whiter ,08BS001,NGLP,4,3,2,F,4.3
Addesi - Whiter ,08BS001,NGLP,7,1,2,F,4.4
Addesi - Whiter ,08BS001,NGLP,16,3,2,M,4.4
Addesi - Whiter ,08BS001,NGLP,19,3,2,F,4.5
Addesi - Whiter ,08BS001,NGLP,11,3,2,F,4.6
Addesi - Whiter ,08BS001,NGLP,12,3,2,F,4.6
Addesi - Whiter ,08BS001,NGLP,4,2,2,F,4.7
Addesi - Whiter ,08BS001,NGLP,10,2,2,F,4.7
Addesi - Whiter ,08BS001,NGLP,20,3,2,F,4.7
Addesi - Whiter ,08BS001,NGLP,29,2,2,F,4.7
Addesi - Whiter ,08BS001,NGLP,2,2,2,F,4.8
Addesi - Whiter ,08BS001,NGLP,3,3,2,F,4.9
Addesi - Whiter ,08BS001,NGLP,11,2,2,F,4.9
Addesi - Whiter ,08BS001,NGLP,6,3,2,F,5
Addesi - Whiter ,08BS001,NGLP,6,1,2,F,5.1
Addesi - Whiter ,08BS001,NGLP,22,2,2,F,5.1
Adrian ,08BS046,NGLP,5,2,2,f,4.491
Adrian ,08BS046,NGLP,2,1,2,f,4.697
Adrian ,08BS046,NGLP,9,2,2,f,4.718
Adrian ,08BS036,NGLP,4,3,2,f,4.871
Adrian ,08BS046,NGLP,6,2,2,f,4.9
Adrian ,08BS036,NGLP,2,3,2,f,4.902
Adrian ,08BS046,NGLP,13,2,2,f,4.996
Adrian ,08BS046,NGLP,4,2,2,f,5.151
Adrian ,08BS046,NGLP,10,2,2,f,5.339
Adrian ,08BS046,NGLP,8,2,2,f,5.44
Adrian ,08BS046,NGLP,12,2,2,f,5.483
Adrian ,08BS046,NGLP,3,2,2,f,5.842
Alex- Sophia- Alicia,08BS035,NGLP,2,1,2,m,4.5
Alex- Sophia- Alicia,08BS002,NGLP,3,2,2,f,4.7
Alex- Sophia- Alicia,08BS017,NGLP,2,2,2,f,4.7
Alex- Sophia- Alicia,08BS002,NGLP,3,1,2,f,5
Alex- Sophia- Alicia,08BS018,NGLP,4,2,2,f,5
Alex- Sophia- Alicia,08BS002,NGLP,6,2,2,f,5.1
Alex- Sophia- Alicia,08BS002,NGLP,6,3,2,f,5.1
Alex- Sophia- Alicia,08BS002,NGLP,5,1,2,f,5.2
Alex- Sophia- Alicia,08BS017,NGLP,3,2,2,f,5.2
Alex- Sophia- Alicia,08BS035,NGLP,2,2,2,f,5.2
Alex- Sophia- Alicia,08BS017,NGLP,2,1,2,m,5.6
Alex- Sophia- Alicia,08BS035,NGLP,4,2,2,m,5.8
bessell-mcaulay,08S035,NGLP,2,1,2,f,4.363
bessell-mcaulay,08BS002,NGLP,3,2,2,f,4.745
bessell-mcaulay,08BS002,NGLP,3,1,2,f,4.95
bessell-mcaulay,08S035,NGLP,2,2,2,f,4.99
bessell-mcaulay,08BS002,NGLP,6,2,2,f,5.071
bessell-mcaulay,08BS002,NGLP,6,3,2,f,5.1
bessell-mcaulay,08BS002,NGLP,5,1,2,f,5.216
bessell-mcaulay,08S035,NGLP,4,2,2,f,5.757
bourdages-thompson,08BS001,NGLP,6,1,2,F,4.005
bourdages-thompson,08BS001,NGLP,8,2,2,M,4.202
bourdages-thompson,08BS001,NGLP,18,3,2,F,4.213
bourdages-thompson,08BS001,NGLP,2,1,2,F,4.272
bourdages-thompson,08BS001,NGLP,21,2,2,F,4.428
bourdages-thompson,08BS001,NGLP,3,1,2,F,4.438
bourdages-thompson,08BS001,NGLP,12,1,2,M,4.449
bourdages-thompson,08BS001,NGLP,27,1,2,F,4.472
bourdages-thompson,08BS001,NGLP,3,2,2,F,4.483
bourdages-thompson,08BS001,NGLP,15,3,2,F,4.541
bourdages-thompson,08BS001,NGLP,19,1,2,F,4.545
bourdages-thompson,08BS001,NGLP,28,1,2,M,4.6
bourdages-thompson,08BS001,NGLP,4,1,2,M,4.609
bourdages-thompson,08BS001,NGLP,15,2,2,F,4.613
bourdages-thompson,08BS001,NGLP,15,1,2,F,4.671
bourdages-thompson,08BS001,NGLP,12,2,2,F,4.688
bourdages-thompson,08BS001,NGLP,11,1,2,F,4.705
bourdages-thompson,08BS001,NGLP,26,3,2,F,4.76
bourdages-thompson,08BS001,NGLP,32,1,2,F,4.762
bourdages-thompson,08BS001,NGLP,27,2,2,F,4.819
bourdages-thompson,08BS001,NGLP,9,2,2,F,4.821
bourdages-thompson,08BS001,NGLP,26,2,2,F,4.888
bourdages-thompson,08BS001,NGLP,25,2,2,F,4.892
bourdages-thompson,08BS001,NGLP,33,1,2,F,4.914
bourdages-thompson,08BS001,NGLP,22,1,2,M,4.925
bourdages-thompson,08BS001,NGLP,18,1,2,F,5.014
bourdages-thompson,08BS001,NGLP,25,1,2,F,5.042
bourdages-thompson,08BS001,NGLP,17,1,2,F,5.062
bourdages-thompson,08BS001,NGLP,27,3,2,M,5.098
bourdages-thompson,08BS001,NGLP,19,2,2,F,5.13
bourdages-thompson,08BS001,NGLP,16,2,2,F,5.161
bourdages-thompson,08BS001,NGLP,9,1,2,F,5.36
Boyd-Moratz,08BS001,NGLP,22,1,2,f,4.132
Boyd-Moratz,08BS001,NGLP,7,3,2,f,4.147
Boyd-Moratz,08BS001,NGLP,16,3,2,f,4.266
Boyd-Moratz,08BS001,NGLP,4,3,2,f,4.381
Boyd-Moratz,08BS001,NGLP,7,1,2,f,4.385
Boyd-Moratz,08BS001,NGLP,19,3,2,f,4.553
Boyd-Moratz,08BS001,NGLP,20,3,2,f,4.553
Boyd-Moratz,08BS001,NGLP,11,3,2,f,4.59
Boyd-Moratz,08BS001,NGLP,12,3,2,f,4.691
Boyd-Moratz,08BS001,NGLP,10,3,2,f,4.738
Boyd-Moratz,08BS001,NGLP,3,3,2,f,4.764
Boyd-Moratz,08BS001,NGLP,2,3,2,f,4.82
Boyd-Moratz,08BS001,NGLP,29,2,2,f,4.822
Boyd-Moratz,08BS001,NGLP,11,2,2,f,4.883
Boyd-Moratz,08BS001,NGLP,22,2,2,f,4.883
Boyd-Moratz,08BS001,NGLP,6,1,2,f,4.96
Boyd-Moratz,08BS001,NGLP,6,3,2,f,5.018
ChungCoatesEsdon,08BS001,NGLP,6,1,2,f,4.234
ChungCoatesEsdon,08BS001,NGLP,8,2,2,m,4.293
ChungCoatesEsdon,08BS001,NGLP,27,1,2,f,4.306
ChungCoatesEsdon,08BS001,NGLP,2,2,2,f,4.344
ChungCoatesEsdon,08BS001,NGLP,21,2,2,f,4.385
ChungCoatesEsdon,08BS001,NGLP,28,1,2,f,4.46
ChungCoatesEsdon,08BS001,NGLP,3,1,2,f,4.491
ChungCoatesEsdon,08BS001,NGLP,19,2,2,f,4.496
ChungCoatesEsdon,08BS001,NGLP,15,1,2,f,4.502
ChungCoatesEsdon,08BS001,NGLP,12,2,2,f,4.529
ChungCoatesEsdon,08BS001,NGLP,3,2,2,f,4.594
ChungCoatesEsdon,08BS001,NGLP,15,3,2,f,4.657
ChungCoatesEsdon,08BS001,NGLP,4,1,2,f,4.712
ChungCoatesEsdon,08BS001,NGLP,26,2,2,f,4.747
ChungCoatesEsdon,08BS001,NGLP,27,2,2,f,4.757
ChungCoatesEsdon,08BS001,NGLP,11,1,2,f,4.759
ChungCoatesEsdon,08BS001,NGLP,12,2,2,f,4.778
ChungCoatesEsdon,08BS001,NGLP,22,1,2,f,4.781
ChungCoatesEsdon,08BS001,NGLP,26,3,2,f,4.806
ChungCoatesEsdon,08BS001,NGLP,25,2,2,f,4.823
ChungCoatesEsdon,08BS001,NGLP,18,3,2,f,4.881
ChungCoatesEsdon,08BS001,NGLP,27,3,2,m,4.946
ChungCoatesEsdon,08BS001,NGLP,25,1,2,f,4.976
ChungCoatesEsdon,08BS001,NGLP,17,3,2,f,5.007
ChungCoatesEsdon,08BS001,NGLP,19,1,2,f,5.062
ChungCoatesEsdon,08BS001,NGLP,16,1,2,f,5.173
ChungCoatesEsdon,08BS001,NGLP,9,3,2,f,5.271
ChungCoatesEsdon,08BS001,NGLP,15,2,2,f,5.515
D'Souza-Black,08BS002,NGLP,3,2,2,f,4.411
D'Souza-Black,08BS035,NGLP,2,1,2,m,4.437
D'Souza-Black,08BS002,NGLP,3,1,2,f,4.664
D'Souza-Black,08BS002,NGLP,6,2,2,f,4.771
D'Souza-Black,08BS002,NGLP,5,1,2,f,4.861
D'Souza-Black,08BS002,NGLP,6,3,2,f,4.866
D'Souza-Black,08BS035,NGLP,2,2,2,f,5.034
D'Souza-Black,08BS035,NGLP,4,2,2,m,5.725
doucette-kovacs,08BS035,NGLP,2,1,2,f,4.321
doucette-kovacs,08BS002,NGLP,3,2,2,f,4.521
doucette-kovacs,08BS002,NGLP,3,1,2,f,4.794
doucette-kovacs,08BS002,NGLP,6,3,2,f,4.834
doucette-kovacs,08BS002,NGLP,6,2,2,f,4.869
doucette-kovacs,08BS035,NGLP,2,2,2,f,4.975
doucette-kovacs,08BS002,NGLP,5,1,2,f,5.046
doucette-kovacs,08BS035,NGLP,4,2,2,f,5.812
Dunn-Stoodley,08BS026,NGLP,3,3,2,f,4.1
Dunn-Stoodley,08BS026,NGLP,7,1,2,f,4.3
Dunn-Stoodley,08BS026,NGLP,2,1,2,f,4.5
Dunn-Stoodley,08BS026,NGLP,5,1,2,f,4.5
Dunn-Stoodley,08BS035,NGLP,2,1,2,f,4.5
Dunn-Stoodley,08BS017,NGLP,2,1,2,f,4.6
Dunn-Stoodley,08BS002,NGLP,3,2,2,f,5
Dunn-Stoodley,08BS017,NGLP,3,1,2,f,5
Dunn-Stoodley,08BS018,NGLP,4,1,2,f,5
Dunn-Stoodley,08BS035,NGLP,2,2,2,f,5.1
Dunn-Stoodley,08BS002,NGLP,3,1,2,f,5.2
Dunn-Stoodley,08BS002,NGLP,6,2,2,f,5.3
Dunn-Stoodley,08BS002,NGLP,6,3,2,f,5.4
Dunn-Stoodley,08BS002,NGLP,5,1,2,f,5.5
Dunn-Stoodley,08BS035,NGLP,4,2,2,f,5.9
Ellis - VanN,08BS009,NGLP,6,1,2,f,4.233
Ellis - VanN,08BS002,NGLP,2,2,2,f,4.383
Ellis - VanN,08BS047,NGLP,27,1,2,f,4.452
Ellis - VanN,08BS012,NGLP,8,2,2,f,4.456
Ellis - VanN,08BS038,NGLP,21,2,2,f,4.563
Ellis - VanN,08BS021,NGLP,12,2,2,f,4.574
Ellis - VanN,08BS003,NGLP,3,1,2,f,4.576
Ellis - VanN,08BS022,NGLP,15,1,2,f,4.585
Ellis - VanN,08BS050,NGLP,28,1,2,f,4.598
Ellis - VanN,08BS034,NGLP,19,2,2,f,4.639
Ellis - VanN,08BS004,NGLP,3,2,2,f,4.666
Ellis - VanN,08BS005,NGLP,4,1,2,f,4.677
Ellis - VanN,08BS055,NGLP,32,1,2,f,4.703
Ellis - VanN,08BS023,NGLP,15,2,2,f,4.704
Ellis - VanN,08BS045,NGLP,26,2,2,f,4.741
Ellis - VanN,08BS024,NGLP,15,3,2,f,4.76
Ellis - VanN,08BS048,NGLP,27,2,2,f,4.779
Ellis - VanN,08BS046,NGLP,26,3,2,f,4.815
Ellis - VanN,08BS058,NGLP,33,1,2,f,4.841
Ellis - VanN,08BS020,NGLP,12,1,2,f,4.845
Ellis - VanN,08BS042,NGLP,25,2,2,f,4.857
Ellis - VanN,08BS019,NGLP,11,1,2,f,4.894
Ellis - VanN,08BS040,NGLP,22,3,2,f,4.918
Ellis - VanN,08BS015,NGLP,9,2,2,f,5.024
Ellis - VanN,08BS032,NGLP,18,3,2,f,5.028
Ellis - VanN,08BS049,NGLP,27,3,2,m,5.033
Ellis - VanN,08BS041,NGLP,25,1,2,f,5.124
Ellis - VanN,08BS029,NGLP,17,3,2,f,5.148
Ellis - VanN,08BS025,NGLP,16,1,2,f,5.152
Ellis - VanN,08BS033,NGLP,19,1,2,f,5.167
Ellis - VanN,08BS016,NGLP,9,3,2,f,5.357
Evans-Payne,08BS046,NGLP,5,1,2,f,4.51
Evans-Payne,08BS037,NGLP,4,1,2,f,4.624
Evans-Payne,08BS046,NGLP,2,1,2,f,4.633
Evans-Payne,08BS036,NGLP,4,1,2,f,4.667
Evans-Payne,08BS046,NGLP,9,1,2,f,4.67
Evans-Payne,08BS036,NGLP,2,1,2,f,4.786
Evans-Payne,08BS046,NGLP,6,1,2,f,4.945
Evans-Payne,08BS046,NGLP,4,1,2,f,5.04
Evans-Payne,08BS038,NGLP,3,1,2,f,5.065
Evans-Payne,08BS046,NGLP,13,2,2,f,5.138
Evans-Payne,08BS046,NGLP,10,1,2,f,5.225
Evans-Payne,08BS046,NGLP,8,1,2,f,5.331
Evans-Payne,08BS037,NGLP,6,1,2,f,5.44
Evans-Payne,08BS046,NGLP,12,2,2,f,5.461
Evans-Payne,08BS046,NGLP,3,1,2,f,5.69
gora-mietus,08BS035,NGLP,2,1,2,f,4.204
gora-mietus,08BS002,NGLP,3,2,2,f,4.632
gora-mietus,08BS002,NGLP,3,1,2,f,4.85
gora-mietus,08BS035,NGLP,2,2,2,f,4.854
gora-mietus,08BS002,NGLP,6,2,2,f,4.955
gora-mietus,08BS002,NGLP,6,3,2,f,5.006
gora-mietus,08BS002,NGLP,5,1,2,f,5.079
gora-mietus,08BS035,NGLP,4,2,2,m,5.46
Gorringe-Andrew,08BS036,NGLP,2,2,2,f,4.237
Gorringe-Andrew,08bs003,NGLP,3,2,2,f,4.624
Gorringe-Andrew,08BS035,NGLP,2,2,2,f,4.856
Gorringe-Andrew,08bs004,NGLP,3,3,2,f,4.885
Gorringe-Andrew,08bs011,NGLP,6,2,2,f,4.971
Gorringe-Andrew,08bs010,NGLP,6,1,2,f,5.063
Gorringe-Andrew,08bs009,NGLP,5,3,2,f,5.2
Gorringe-Andrew,08BS039,NGLP,4,2,2,unknown,5.552
Hamilton-Hamilton,08BS035,NGLP,2,1,2,F,4.461
Hamilton-Hamilton,08BS002,NGLP,3,2,2,F,4.753
Hamilton-Hamilton,08BS002,NGLP,3,1,2,F,4.892
Hamilton-Hamilton,08BS035,NGLP,2,2,2,F,5.015
Hamilton-Hamilton,08BS002,NGLP,6,2,2,F,5.083
Hamilton-Hamilton,08BS002,NGLP,5,1,2,F,5.144
Hamilton-Hamilton,08BS002,NGLP,6,3,2,F,5.15
Hamilton-Hamilton,08BS035,NGLP,4,2,2,M,5.781
henry-moore,08BS049,NGLP,39,2,2,f,4.198
henry-moore,08BS049,NGLP,32,2,2,f,4.817
henry-moore,08BS049,NGLP,34,2,2,f,4.91
henry-moore,08BS049,NGLP,45,2,2,f,4.934
henry-moore,08BS049,NGLP,47,2,2,f,4.946
henry-moore,08BS049,NGLP,44,2,2,f,4.952
henry-moore,08BS049,NGLP,46,2,2,f,4.966
